,text,targets
928,He woke up earlier than the rising sun .,"[{'span1': [6, 8], 'span_word': 'rising sun', 'label': 'literal'}]"
929,"If pigs will have wings , I will know I have gone crazy .","[{'span1': [1, 5], 'span_word': 'pigs wings', 'label': 'literal'}]"
930,She 'd need eight arms to mix all that dough at the same time .,"[{'span1': [1, 5], 'span_word': ""'d need eight arms"", 'label': 'literal'}]"
931,The economic system of the last few decades has failed .,"[{'span1': [7, 8], 'span_word': 'decades', 'label': 'literal'}]"
932,The route has services day and night .,"[{'span1': [4, 7], 'span_word': 'day night', 'label': 'literal'}]"
933,The whales were shot and mortally wounded .,"[{'span1': [5, 6], 'span_word': 'mortally', 'label': 'literal'}]"
934,Rust is eating away at the steel .,"[{'span1': [2, 4], 'span_word': 'eating away', 'label': 'literal'}]"
935,The shining star over there seems to be moving .,"[{'span1': [1, 3], 'span_word': 'shining star', 'label': 'literal'}]"
936,"The suicidal will prove his family is wrong , or he will hang himself .","[{'span1': [12, 13], 'span_word': 'hang', 'label': 'literal'}]"
937,That shark could be tearing me apart right now .,"[{'span1': [4, 7], 'span_word': 'tearing apart', 'label': 'literal'}]"
938,The alarm emits an ear-piercing a hundred fifteen decibel screech .,"[{'span1': [4, 5], 'span_word': 'ear-piercing', 'label': 'literal'}]"
939,It took a week to walk from one end of the region to the other .,"[{'span1': [7, 9], 'span_word': 'one end', 'label': 'literal'}]"
940,Traces of poison were found in the bottle .,"[{'span1': [2, 3], 'span_word': 'poison', 'label': 'literal'}]"
941,The movie is completely lacking a sympathetic female presence .,"[{'span1': [3, 5], 'span_word': 'completely lacking', 'label': 'literal'}]"
942,The swamps were drained .,"[{'span1': [1, 2], 'span_word': 'swamps', 'label': 'literal'}]"
943,A thin carpet covered the tile floor .,"[{'span1': [3, 7], 'span_word': 'covered floor', 'label': 'literal'}]"
944,The Hebrews had traveled for fourty days and fourty nights .,"[{'span1': [5, 7], 'span_word': 'fourty days', 'label': 'literal'}]"
945,She opened the cupboard door .,"[{'span1': [3, 5], 'span_word': 'cupboard door', 'label': 'literal'}]"
946,The god Shiva uses a third eye to see beyond the apparent .,"[{'span1': [5, 7], 'span_word': 'third eye', 'label': 'literal'}]"
947,They put the subject under trance before attempting any experimentation .,"[{'span1': [5, 6], 'span_word': 'trance', 'label': 'literal'}]"
948,The couple is feasting on a romantic dinner .,"[{'span1': [3, 4], 'span_word': 'feasting', 'label': 'literal'}]"
949,He once ran a marathon for training .,"[{'span1': [4, 5], 'span_word': 'marathon', 'label': 'literal'}]"
950,A meteor could skyrocket in the atmosphere .,"[{'span1': [3, 4], 'span_word': 'skyrocket', 'label': 'literal'}]"
951,It is an all-time truth that after life comes death .,"[{'span1': [3, 4], 'span_word': 'all-time', 'label': 'literal'}]"
952,On the way up the hill there are hidden cascades .,"[{'span1': [9, 10], 'span_word': 'cascades', 'label': 'literal'}]"
953,I am without a doubt about the sort of assignment I have been presented with .,"[{'span1': [2, 5], 'span_word': 'without doubt', 'label': 'literal'}]"
954,This is the single most expensive cake in the city .,"[{'span1': [3, 4], 'span_word': 'single', 'label': 'literal'}]"
955,Big Bang is described as the greatest explosion in the history of the universe .,"[{'span1': [6, 14], 'span_word': 'greatest history universe', 'label': 'literal'}]"
956,"After the levelling , the summit of the hill dropped by ten metres .","[{'span1': [5, 6], 'span_word': 'summit', 'label': 'literal'}]"
957,I feel a pain in my abdomen .,"[{'span1': [3, 4], 'span_word': 'pain', 'label': 'literal'}]"
958,The beds were horrid filthy and full of vermin .,"[{'span1': [8, 9], 'span_word': 'vermin', 'label': 'literal'}]"
959,Greek travelers were tortured on a Procrustean bed .,"[{'span1': [6, 8], 'span_word': 'procrustean bed', 'label': 'literal'}]"
960,I found the collar of the lap dog .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
961,Sheet lightning is a brightening of the clouds rather than a thunderbolt striking the ground .,"[{'span1': [11, 12], 'span_word': 'thunderbolt', 'label': 'literal'}]"
962,We wanted to be buried up to our necks in sand .,"[{'span1': [8, 9], 'span_word': 'necks', 'label': 'literal'}]"
963,Edward was the king of England .,"[{'span1': [3, 4], 'span_word': 'king', 'label': 'literal'}]"
964,The image is similar to a shadow cast on the ground .,"[{'span1': [6, 7], 'span_word': 'shadow', 'label': 'literal'}]"
965,Eagle vision allows to spot prey easily .,"[{'span1': [0, 2], 'span_word': 'eagle vision', 'label': 'literal'}]"
966,The risk of data being lost must decrease .,"[{'span1': [5, 6], 'span_word': 'lost', 'label': 'literal'}]"
967,"She did not decorate the garden , not even with a flower .","[{'span1': [8, 12], 'span_word': 'even flower', 'label': 'literal'}]"
968,One Buddhist priest claimed he went to nirvana .,"[{'span1': [7, 8], 'span_word': 'nirvana', 'label': 'literal'}]"
969,"This attack is like lightning , it never strikes twice in the same place .","[{'span1': [3, 5], 'span_word': 'like lightning', 'label': 'literal'}]"
970,The virus spread like wildfire .,"[{'span1': [2, 5], 'span_word': 'spread like wildfire', 'label': 'literal'}]"
971,She ca n't see anything since the accident impaired her view .,"[{'span1': [1, 4], 'span_word': ""ca n't see"", 'label': 'literal'}]"
972,I 'll stay here to stop you running away .,"[{'span1': [5, 6], 'span_word': 'stop', 'label': 'literal'}]"
973,Wine selection is all Greek .,"[{'span1': [4, 5], 'span_word': 'greek', 'label': 'literal'}]"
974,Apollo and Adonis are tributes to beauty .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
975,My aunt does not love the world or anything in the world .,"[{'span1': [6, 12], 'span_word': 'world anything world', 'label': 'literal'}]"
976,A steal must be prevented .,"[{'span1': [1, 2], 'span_word': 'steal', 'label': 'literal'}]"
977,I use my voice day in day out .,"[{'span1': [4, 7], 'span_word': 'day day', 'label': 'literal'}]"
978,Frozen meals may sound the answer to a quick meal .,"[{'span1': [0, 1], 'span_word': 'frozen', 'label': 'literal'}]"
979,"Seconds after the sound , a consonant appears on the screen .","[{'span1': [0, 1], 'span_word': 'seconds', 'label': 'literal'}]"
980,A needle was hanging by a thread .,"[{'span1': [3, 7], 'span_word': 'hanging thread', 'label': 'literal'}]"
981,"Unfortunately , these surgeries will change your life .","[{'span1': [5, 8], 'span_word': 'change life', 'label': 'literal'}]"
982,"You 'll end up on the street , begging for some money .","[{'span1': [8, 9], 'span_word': 'begging', 'label': 'literal'}]"
983,Almost boiling hot water poured out of the taps .,"[{'span1': [0, 2], 'span_word': 'almost boiling', 'label': 'literal'}]"
984,The sound of a heartbeat helps you relax in stressful situations .,"[{'span1': [4, 5], 'span_word': 'heartbeat', 'label': 'literal'}]"
985,I have an excuse to take my daily drug .,"[{'span1': [7, 9], 'span_word': 'daily drug', 'label': 'literal'}]"
986,Angels fear to tread in the evil places of life .,"[{'span1': [0, 2], 'span_word': 'angels fear', 'label': 'literal'}]"
987,The cans weight so heavy that the whole shelves would collapse .,"[{'span1': [9, 11], 'span_word': 'would collapse', 'label': 'literal'}]"
988,"Reports of the stakes vary , but the odds were undeniably high .","[{'span1': [10, 11], 'span_word': 'undeniably', 'label': 'literal'}]"
989,A mass of footage whizzed across the screens .,"[{'span1': [4, 5], 'span_word': 'whizzed', 'label': 'literal'}]"
990,"Marinate the chicken for days , until it is soaked to the bone .","[{'span1': [9, 13], 'span_word': 'soaked bone', 'label': 'literal'}]"
991,There were two goldfish in a bowl .,"[{'span1': [2, 4], 'span_word': 'two goldfish', 'label': 'literal'}]"
992,She 'll hear you crying .,"[{'span1': [1, 3], 'span_word': ""'ll hear"", 'label': 'literal'}]"
993,"One day , the city was as hot as the Sahara Desert .","[{'span1': [10, 12], 'span_word': 'sahara desert', 'label': 'literal'}]"
994,She red many fairy adventures .,"[{'span1': [3, 4], 'span_word': 'fairy', 'label': 'literal'}]"
995,I see an empty seat at the briefing table .,"[{'span1': [3, 4], 'span_word': 'empty', 'label': 'literal'}]"
996,Here is the dog who goes to church with his owner .,"[{'span1': [3, 8], 'span_word': 'dog goes church', 'label': 'literal'}]"
997,Fill your wardrobe with the latest peasant shirts .,"[{'span1': [0, 1], 'span_word': 'fill', 'label': 'literal'}]"
998,Falling into a silo full of grain can be a problem .,"[{'span1': [3, 5], 'span_word': 'silo full', 'label': 'literal'}]"
999,Polar bears can live healthily at a low temperature .,"[{'span1': [0, 2], 'span_word': 'polar bears', 'label': 'literal'}]"
1000,The first calamity was a disastrous trade war .,"[{'span1': [2, 3], 'span_word': 'calamity', 'label': 'literal'}]"
1001,The bonfires shine savage like furnaces .,"[{'span1': [2, 6], 'span_word': 'shine savage like furnaces', 'label': 'literal'}]"
1002,Supporting the flatness of Earth is absurd .,"[{'span1': [6, 7], 'span_word': 'absurd', 'label': 'literal'}]"
1003,The federal case was due to be decided by a jury .,"[{'span1': [1, 3], 'span_word': 'federal case', 'label': 'literal'}]"
1004,Only a fly was caught in the chamber with him .,"[{'span1': [2, 3], 'span_word': 'fly', 'label': 'literal'}]"
1005,A pet dog saved his owner from a knife attack .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1006,Humans and apes have a common ancestor .,"[{'span1': [2, 3], 'span_word': 'apes', 'label': 'literal'}]"
1007,Scrooge McDuck had a whole room filled with cash .,"[{'span1': [4, 7], 'span_word': 'whole room filled', 'label': 'literal'}]"
1008,T-Shirts are a hundred percent cotton .,"[{'span1': [3, 5], 'span_word': 'hundred percent', 'label': 'literal'}]"
1009,The boy uses his wishes to become a prince .,"[{'span1': [8, 9], 'span_word': 'prince', 'label': 'literal'}]"
1010,The property unquestionably belongs to the citizens .,"[{'span1': [2, 3], 'span_word': 'unquestionably', 'label': 'literal'}]"
1011,English is the world 's international language .,"[{'span1': [3, 5], 'span_word': ""world 's"", 'label': 'literal'}]"
1012,The five cases classified pathologically .,"[{'span1': [4, 5], 'span_word': 'pathologically', 'label': 'literal'}]"
1013,Playing with fire will get her burned .,"[{'span1': [0, 3], 'span_word': 'playing fire', 'label': 'literal'}]"
1014,Dinner will be ready in about an hour .,"[{'span1': [7, 8], 'span_word': 'hour', 'label': 'literal'}]"
1015,The amount of crap that adorns my pavement is enormous .,"[{'span1': [3, 4], 'span_word': 'crap', 'label': 'literal'}]"
1016,You should never cross a river in flood .,"[{'span1': [5, 8], 'span_word': 'river flood', 'label': 'literal'}]"
1017,A Puma was kept in a cage so small he could not even turn around .,"[{'span1': [12, 15], 'span_word': 'even turn around', 'label': 'literal'}]"
1018,The spacecraft was launched not a second too soon .,"[{'span1': [6, 9], 'span_word': 'second soon', 'label': 'literal'}]"
1019,"I could fly and become invisible , so I realized it must be a dream !","[{'span1': [11, 15], 'span_word': 'must dream', 'label': 'literal'}]"
1020,My friend 's dog has fleas .,"[{'span1': [3, 6], 'span_word': 'dog fleas', 'label': 'literal'}]"
1021,The touch of this mosquito is like a single snowflake in the palm of your hand .,"[{'span1': [8, 10], 'span_word': 'single snowflake', 'label': 'literal'}]"
1022,At no time did we throw the towel in .,"[{'span1': [2, 3], 'span_word': 'time', 'label': 'literal'}]"
1023,The photo fits entirely in one page .,"[{'span1': [3, 4], 'span_word': 'entirely', 'label': 'literal'}]"
1024,"To vary , use drained green peppercorns in brine .","[{'span1': [4, 5], 'span_word': 'drained', 'label': 'literal'}]"
1025,Total elimination of one ingredient is irrelevant .,"[{'span1': [0, 1], 'span_word': 'total', 'label': 'literal'}]"
1026,He rushed inside to shower her with cold water .,"[{'span1': [4, 5], 'span_word': 'shower', 'label': 'literal'}]"
1027,"More than a hospital , it looked like a resort .","[{'span1': [3, 4], 'span_word': 'hospital', 'label': 'literal'}]"
1028,The community does not hold land in perpetuity .,"[{'span1': [7, 8], 'span_word': 'perpetuity', 'label': 'literal'}]"
1029,Keep the candle burning .,"[{'span1': [3, 4], 'span_word': 'burning', 'label': 'literal'}]"
1030,The towel will soak up any remaining liquid .,"[{'span1': [3, 4], 'span_word': 'soak', 'label': 'literal'}]"
1031,Gravity is necessary for life as we know it .,"[{'span1': [2, 5], 'span_word': 'necessary life', 'label': 'literal'}]"
1032,The girls met on a boatload of refugees .,"[{'span1': [5, 6], 'span_word': 'boatload', 'label': 'literal'}]"
1033,He only thinks of philosphy as an esoteric discipline .,"[{'span1': [2, 3], 'span_word': 'thinks', 'label': 'literal'}]"
1034,Tracey 's kitchen goes up in smoke .,"[{'span1': [3, 7], 'span_word': 'goes smoke', 'label': 'literal'}]"
1035,I do n't know any boy of that name .,"[{'span1': [5, 6], 'span_word': 'boy', 'label': 'literal'}]"
1036,We can contrast gravitation with a force of nature like electromagnetism .,"[{'span1': [6, 9], 'span_word': 'force nature', 'label': 'literal'}]"
1037,The baby elephant was already the size of a cow .,"[{'span1': [6, 10], 'span_word': 'size cow', 'label': 'literal'}]"
1038,There are seven senses in which the term has been used by legislatures .,"[{'span1': [2, 4], 'span_word': 'seven senses', 'label': 'literal'}]"
1039,Many brands are sold commercially for far less .,"[{'span1': [3, 4], 'span_word': 'sold', 'label': 'literal'}]"
1040,"On the emperor 's order , the soldiers began martyrizing the Christians .","[{'span1': [3, 10], 'span_word': ""'s martyrizing"", 'label': 'literal'}]"
1041,She found no words to describe her admiration .,"[{'span1': [3, 8], 'span_word': 'words describe admiration', 'label': 'literal'}]"
1042,He likes the pantagruelic world described by Rabelais .,"[{'span1': [3, 4], 'span_word': 'pantagruelic', 'label': 'literal'}]"
1043,Our vision of the effects of the crisis has changed .,"[{'span1': [1, 2], 'span_word': 'vision', 'label': 'literal'}]"
1044,Collective training of the battalion is conducted here .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1045,The cruelest judgment I received is that I was a liar .,"[{'span1': [1, 2], 'span_word': 'cruelest', 'label': 'literal'}]"
1046,Legendary Atlantis still excites the minds of researchers .,"[{'span1': [1, 2], 'span_word': 'atlantis', 'label': 'literal'}]"
1047,I saw a pea sized circular mass on my left arm .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1048,"Afflicted by an outbreak of fever , they were speaking deliriously .","[{'span1': [10, 11], 'span_word': 'deliriously', 'label': 'literal'}]"
1049,Herculean battles took place daily .,"[{'span1': [0, 1], 'span_word': 'herculean', 'label': 'literal'}]"
1050,I could live on very limited means .,"[{'span1': [1, 3], 'span_word': 'could live', 'label': 'literal'}]"
1051,The dog was scared of his own shadow .,"[{'span1': [3, 8], 'span_word': 'scared shadow', 'label': 'literal'}]"
1052,Two bars of the gate are sharp like the points of two picks .,"[{'span1': [6, 8], 'span_word': 'sharp like', 'label': 'literal'}]"
1053,Last year my granpa went kayaking in a river .,"[{'span1': [8, 9], 'span_word': 'river', 'label': 'literal'}]"
1054,Layers of the retina are almost transparent .,"[{'span1': [5, 7], 'span_word': 'almost transparent', 'label': 'literal'}]"
1055,Bad fortune was often attributed to sorcery .,"[{'span1': [6, 7], 'span_word': 'sorcery', 'label': 'literal'}]"
1056,I think her friend is blind .,"[{'span1': [5, 6], 'span_word': 'blind', 'label': 'literal'}]"
1057,"I caught precisely nothing , not even a pea .","[{'span1': [2, 4], 'span_word': 'precisely nothing', 'label': 'literal'}]"
1058,The Queen is more limited in her powers than a king would be .,"[{'span1': [10, 11], 'span_word': 'king', 'label': 'literal'}]"
1059,I sobbed as they placed the chains upon my back,"[{'span1': [6, 8], 'span_word': 'chains upon', 'label': 'literal'}]"
1060,A small army of security agents converged on the house .,"[{'span1': [2, 3], 'span_word': 'army', 'label': 'literal'}]"
1061,Another Mother Theresa can not exist .,"[{'span1': [0, 2], 'span_word': 'another mother', 'label': 'literal'}]"
1062,Grandpa found more than dirt in the attic .,"[{'span1': [0, 5], 'span_word': 'grandpa dirt', 'label': 'literal'}]"
1063,Such examples represent the tip of an iceberg .,"[{'span1': [7, 8], 'span_word': 'iceberg', 'label': 'literal'}]"
1064,I started saving my monthly money .,"[{'span1': [4, 6], 'span_word': 'monthly money', 'label': 'literal'}]"
1065,The animal in question is a tame pet .,"[{'span1': [6, 8], 'span_word': 'tame pet', 'label': 'literal'}]"
1066,Mixing alcohol and firearms was considered an indefensible sin in all of my safety courses .,"[{'span1': [7, 9], 'span_word': 'indefensible sin', 'label': 'literal'}]"
1067,It is a town unlike any other I have known before .,"[{'span1': [4, 5], 'span_word': 'unlike', 'label': 'literal'}]"
1068,Crystal jewels are teardrop shaped .,"[{'span1': [0, 1], 'span_word': 'crystal', 'label': 'literal'}]"
1069,She declared that the sauna was suffocating .,"[{'span1': [4, 5], 'span_word': 'sauna', 'label': 'literal'}]"
1070,"Ice-cream here is delicious , more than the best in our country .","[{'span1': [8, 9], 'span_word': 'best', 'label': 'literal'}]"
1071,"I was trying to get those waffles , and I fell out of my chair .","[{'span1': [10, 15], 'span_word': 'fell chair', 'label': 'literal'}]"
1072,Being aware of our thoughts is the unmistakable sign that we exist .,"[{'span1': [7, 8], 'span_word': 'unmistakable', 'label': 'literal'}]"
1073,Barnes possessed excellent paintings by Cézanne .,"[{'span1': [1, 2], 'span_word': 'possessed', 'label': 'literal'}]"
1074,The ballon has been blown out of proportion and has exploded .,"[{'span1': [4, 8], 'span_word': 'blown proportion', 'label': 'literal'}]"
1075,They supported the view that laws of nature are eternal .,"[{'span1': [9, 10], 'span_word': 'eternal', 'label': 'literal'}]"
1076,Fishermen pledged to combat the waves of the sea in a storm .,"[{'span1': [8, 12], 'span_word': 'sea storm', 'label': 'literal'}]"
1077,This egg is slippery as an oyster .,"[{'span1': [6, 7], 'span_word': 'oyster', 'label': 'literal'}]"
1078,Jesus sits among men as a descended god .,"[{'span1': [6, 8], 'span_word': 'descended god', 'label': 'literal'}]"
1079,The first attack brought doom to the colony .,"[{'span1': [4, 5], 'span_word': 'doom', 'label': 'literal'}]"
1080,They collected flat piles of twigs in the wood .,"[{'span1': [3, 4], 'span_word': 'piles', 'label': 'literal'}]"
1081,Every satellite of Saturn gravitates towards the others .,"[{'span1': [4, 6], 'span_word': 'gravitates towards', 'label': 'literal'}]"
1082,He 's sitting on a dustbin .,"[{'span1': [1, 6], 'span_word': ""'s dustbin"", 'label': 'literal'}]"
1083,Bake the bread in a preheated oven .,"[{'span1': [6, 7], 'span_word': 'oven', 'label': 'literal'}]"
1084,A total sample of four thousand subjects was obtained .,"[{'span1': [4, 6], 'span_word': 'four thousand', 'label': 'literal'}]"
1085,I was buffeted by a gust of wind .,"[{'span1': [5, 6], 'span_word': 'gust', 'label': 'literal'}]"
1086,Having a gorilla in the picture would ruin it .,"[{'span1': [2, 3], 'span_word': 'gorilla', 'label': 'literal'}]"
1087,Useful ideas come out of my head today .,"[{'span1': [6, 7], 'span_word': 'head', 'label': 'literal'}]"
1088,The horrors must be stopped everywhere .,"[{'span1': [5, 6], 'span_word': 'everywhere', 'label': 'literal'}]"
1089,A circle in Dante 's Inferno is for the lustful .,"[{'span1': [3, 6], 'span_word': ""dante 's inferno"", 'label': 'literal'}]"
1090,The elephant of the class is a book for children .,"[{'span1': [1, 5], 'span_word': 'elephant class', 'label': 'literal'}]"
1091,A featherweight insect was flying about his head .,"[{'span1': [1, 2], 'span_word': 'featherweight', 'label': 'literal'}]"
1092,She explained how the Arab world came apart .,"[{'span1': [5, 8], 'span_word': 'world came apart', 'label': 'literal'}]"
1093,The diameter of the largest asteroid is about the size of Texas .,"[{'span1': [9, 12], 'span_word': 'size texas', 'label': 'literal'}]"
1094,Ignorance of the true meaning of a word leads to misunderstanding .,"[{'span1': [3, 5], 'span_word': 'true meaning', 'label': 'literal'}]"
1095,The monk said he was lost in a spiritual rapture .,"[{'span1': [9, 10], 'span_word': 'rapture', 'label': 'literal'}]"
1096,To start with you may feel slightly feverish .,"[{'span1': [7, 8], 'span_word': 'feverish', 'label': 'literal'}]"
1097,Too much wine makes the heart sick .,"[{'span1': [5, 7], 'span_word': 'heart sick', 'label': 'literal'}]"
1098,This place is more remote the hills I had known .,"[{'span1': [6, 7], 'span_word': 'hills', 'label': 'literal'}]"
1099,Cockroaches are die hard creatures .,"[{'span1': [2, 4], 'span_word': 'die hard', 'label': 'literal'}]"
1100,I may become stoop- shouldered and develop back problems .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1101,The boy was given as a slave to the emperor .,"[{'span1': [6, 7], 'span_word': 'slave', 'label': 'literal'}]"
1102,Our wood was too big to fit the little hole .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1103,The golf ball hit the roof of the house .,"[{'span1': [3, 6], 'span_word': 'hit roof', 'label': 'literal'}]"
1104,The account does not exist in the registry .,"[{'span1': [4, 5], 'span_word': 'exist', 'label': 'literal'}]"
1105,I started helping out with an encyclopedic dictionary .,"[{'span1': [6, 7], 'span_word': 'encyclopedic', 'label': 'literal'}]"
1106,Babies can do no wrong .,"[{'span1': [4, 5], 'span_word': 'wrong', 'label': 'literal'}]"
1107,Chris wonders if there is civilization on the other side of the Universe .,"[{'span1': [0, 13], 'span_word': 'chris side universe', 'label': 'literal'}]"
1108,Muhammad Ali became a legend .,"[{'span1': [4, 5], 'span_word': 'legend', 'label': 'literal'}]"
1109,Drug-infused blood entered my brain .,"[{'span1': [4, 5], 'span_word': 'brain', 'label': 'literal'}]"
1110,A flame burns a candle .,"[{'span1': [2, 3], 'span_word': 'burns', 'label': 'literal'}]"
1111,The news made my day happy .,"[{'span1': [2, 5], 'span_word': 'made day', 'label': 'literal'}]"
1112,Greased lightning is a power fist variant with an hydraulic shock .,"[{'span1': [0, 2], 'span_word': 'greased lightning', 'label': 'literal'}]"
1113,"When skating on thin ice , move fast .","[{'span1': [3, 5], 'span_word': 'thin ice', 'label': 'literal'}]"
1114,The infant can now understand English .,"[{'span1': [1, 2], 'span_word': 'infant', 'label': 'literal'}]"
1115,Kasparov proved the best chess player in the world several times .,"[{'span1': [3, 9], 'span_word': 'best world', 'label': 'literal'}]"
1116,Parents ' love is measureless .,"[{'span1': [4, 5], 'span_word': 'measureless', 'label': 'literal'}]"
1117,Opiates are prescribed to relieve acute pain .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1118,A duck was swimming alone in the river .,"[{'span1': [3, 4], 'span_word': 'swimming', 'label': 'literal'}]"
1119,Catapults are an old war machine .,"[{'span1': [4, 6], 'span_word': 'war machine', 'label': 'literal'}]"
1120,"By the time I looked at the fire , it had inflamed the trees .","[{'span1': [11, 12], 'span_word': 'inflamed', 'label': 'literal'}]"
1121,"In a few months , his beard will be three inches longer .","[{'span1': [9, 12], 'span_word': 'three inches longer', 'label': 'literal'}]"
1122,Alchemists considered volatile oils to be the soul of a plant .,"[{'span1': [7, 8], 'span_word': 'soul', 'label': 'literal'}]"
1123,Never share a needle or syringe if you 're injecting drugs .,"[{'span1': [0, 1], 'span_word': 'never', 'label': 'literal'}]"
1124,The invasion was deadly .,"[{'span1': [3, 4], 'span_word': 'deadly', 'label': 'literal'}]"
1125,Kids should stop sliding on the sidewalk .,"[{'span1': [6, 7], 'span_word': 'sidewalk', 'label': 'literal'}]"
1126,The stone was catapulted through the roof of the castle .,"[{'span1': [3, 7], 'span_word': 'catapulted roof', 'label': 'literal'}]"
1127,The devil drives to consider new opportunities .,"[{'span1': [1, 3], 'span_word': 'devil drives', 'label': 'literal'}]"
1128,Regimes around the world were using new methods of repression .,"[{'span1': [3, 4], 'span_word': 'world', 'label': 'literal'}]"
1129,Clinical obesity is unhealthy .,"[{'span1': [3, 4], 'span_word': 'unhealthy', 'label': 'literal'}]"
1130,I almost drowned myself in the lake .,"[{'span1': [2, 3], 'span_word': 'drowned', 'label': 'literal'}]"
1131,Survivors informed us about the catastrophe .,"[{'span1': [5, 6], 'span_word': 'catastrophe', 'label': 'literal'}]"
1132,The criminal had previously tried to chop off my hand .,"[{'span1': [6, 7], 'span_word': 'chop', 'label': 'literal'}]"
1133,The operation results in no time limits being applicable .,"[{'span1': [5, 6], 'span_word': 'time', 'label': 'literal'}]"
1134,Garbage littered the streets .,"[{'span1': [0, 1], 'span_word': 'garbage', 'label': 'literal'}]"
1135,There are magical creatures in the tale .,"[{'span1': [2, 3], 'span_word': 'magical', 'label': 'literal'}]"
1136,The accuracy of the new algorithm is ten times better than the old .,"[{'span1': [7, 10], 'span_word': 'ten times better', 'label': 'literal'}]"
1137,Spectre-like shadows were cast through the window .,"[{'span1': [0, 1], 'span_word': 'spectre-like', 'label': 'literal'}]"
1138,He caressed my head .,"[{'span1': [3, 4], 'span_word': 'head', 'label': 'literal'}]"
1139,The grass is slowly growing . Now it is probably knee-high to a grasshopper .,"[{'span1': [10, 14], 'span_word': 'knee-high grasshopper', 'label': 'literal'}]"
1140,A legion of policemen was present .,"[{'span1': [1, 2], 'span_word': 'legion', 'label': 'literal'}]"
1141,The set of even numbers is an infinitely large .,"[{'span1': [7, 8], 'span_word': 'infinitely', 'label': 'literal'}]"
1142,An earthquake destroyed buildings .,"[{'span1': [1, 2], 'span_word': 'earthquake', 'label': 'literal'}]"
1143,The signature was so faded that it was illegible .,"[{'span1': [8, 9], 'span_word': 'illegible', 'label': 'literal'}]"
1144,This Lamborghini is the most expensive car you 'll ever have .,"[{'span1': [8, 10], 'span_word': ""'ll ever"", 'label': 'literal'}]"
1145,The first day he wrote ten thousand words .,"[{'span1': [5, 8], 'span_word': 'ten thousand words', 'label': 'literal'}]"
1146,I open the marshmallow bag and start chomping them down .,"[{'span1': [6, 8], 'span_word': 'start chomping', 'label': 'literal'}]"
1147,"This tiger is big like a lion , and white as a lamb .","[{'span1': [4, 13], 'span_word': 'like lion lamb', 'label': 'literal'}]"
1148,"At this point , the potion of the alchemist turns to gold .","[{'span1': [9, 12], 'span_word': 'turns gold', 'label': 'literal'}]"
1149,He has a tattoo of a diamond on the first finger .,"[{'span1': [6, 7], 'span_word': 'diamond', 'label': 'literal'}]"
1150,Not a word was spoken in those final seconds .,"[{'span1': [2, 3], 'span_word': 'word', 'label': 'literal'}]"
1151,The nation seems to be threatened by civil war at every moment .,"[{'span1': [10, 12], 'span_word': 'every moment', 'label': 'literal'}]"
1152,Black holes are particularly interesting astronomically .,"[{'span1': [5, 6], 'span_word': 'astronomically', 'label': 'literal'}]"
1153,Show him the folder overflowing with letters .,"[{'span1': [4, 5], 'span_word': 'overflowing', 'label': 'literal'}]"
1154,The pilot was fatally wounded .,"[{'span1': [3, 5], 'span_word': 'fatally wounded', 'label': 'literal'}]"
1155,"By the magic touch of his wand , the different castes of men shall be sorted .","[{'span1': [2, 4], 'span_word': 'magic touch', 'label': 'literal'}]"
1156,Years of abundance was coming in all the land of Egypt .,"[{'span1': [8, 9], 'span_word': 'land', 'label': 'literal'}]"
1157,A wicked witch enchanted the princess .,"[{'span1': [3, 4], 'span_word': 'enchanted', 'label': 'literal'}]"
1158,His son would like to adopt a bear .,"[{'span1': [7, 8], 'span_word': 'bear', 'label': 'literal'}]"
1159,He lost his shirt in the crowd .,"[{'span1': [1, 4], 'span_word': 'lost shirt', 'label': 'literal'}]"
1160,Time and experience will make a man of him .,"[{'span1': [4, 7], 'span_word': 'make man', 'label': 'literal'}]"
1161,All he wants to read is comics .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
1162,I resign from my job .,"[{'span1': [1, 2], 'span_word': 'resign', 'label': 'literal'}]"
1163,The text is about the damnation of those who ignore morality .,"[{'span1': [5, 6], 'span_word': 'damnation', 'label': 'literal'}]"
1164,Archaeologists uncovered a kilometric line of constructions .,"[{'span1': [3, 5], 'span_word': 'kilometric line', 'label': 'literal'}]"
1165,Heaven and earth are two opposing spheres .,"[{'span1': [0, 3], 'span_word': 'heaven earth', 'label': 'literal'}]"
1166,The room where the old man lived smelled like compost heap .,"[{'span1': [8, 10], 'span_word': 'like compost', 'label': 'literal'}]"
1167,"I mean , kids are almost unendurable !","[{'span1': [6, 7], 'span_word': 'unendurable', 'label': 'literal'}]"
1168,I received the transfusion . My father 's blood now floods into my veins .,"[{'span1': [10, 14], 'span_word': 'floods veins', 'label': 'literal'}]"
